longitude,latitude,mode
123.23050900000001,41.765462,subway
123.2311104,41.76545865,subway
123.2317118,41.7654553,subway
123.2323132,41.76545195,subway
123.23291459999999,41.7654486,subway
123.23351599999998,41.76544525,subway
123.23411739999997,41.7654419,subway
123.23471879999997,41.76543855,subway
123.23532019999996,41.7654352,subway
123.23592159999995,41.76543185,subway
123.23652299999995,41.7654285,subway
123.23712439999994,41.76542515,subway
123.23772579999994,41.7654218,subway
123.23832719999993,41.76541845,subway
123.23892859999992,41.7654151,subway
123.23952999999992,41.76541175,subway
123.24013139999991,41.7654084,subway
123.2407327999999,41.76540505,subway
123.2413341999999,41.7654017,subway
123.24193559999989,41.76539835,subway
123.24253700000001,41.765395,subway
123.24337715000001,41.7653943,subway
123.24421730000002,41.765393599999996,subway
123.24505745000002,41.765392899999995,subway
123.24589760000002,41.765392199999994,subway
123.24673775000002,41.76539149999999,subway
123.24757790000002,41.76539079999999,subway
123.24841805000003,41.76539009999999,subway
123.24925820000003,41.76538939999999,subway
123.25009835000003,41.76538869999999,subway
123.25093850000003,41.76538799999999,subway
123.25177865000003,41.765387299999986,subway
123.25261880000004,41.765386599999985,subway
123.25345895000004,41.765385899999984,subway
123.25429910000004,41.76538519999998,subway
123.25513925000004,41.76538449999998,subway
123.25597940000004,41.76538379999998,subway
123.25681955000005,41.76538309999998,subway
123.25765970000005,41.76538239999998,subway
123.25849985000005,41.76538169999998,subway
123.25934,41.765381,subway
123.26023685,41.765413249999995,subway
123.2611337,41.7654455,subway
123.26203055,41.76547775,subway
123.26292740000001,41.765510000000006,subway
123.26382425000001,41.76554225000001,subway
123.26472110000002,41.765574500000014,subway
123.26561795000002,41.76560675000002,subway
123.26651480000002,41.76563900000002,subway
123.26741165000003,41.765671250000025,subway
123.26830850000003,41.76570350000003,subway
123.26920535000004,41.76573575000003,subway
123.27010220000004,41.76576800000004,subway
123.27099905000004,41.76580025000004,subway
123.27189590000005,41.765832500000045,subway
123.27279275000005,41.76586475000005,subway
123.27368960000005,41.76589700000005,subway
123.27458645000006,41.765929250000056,subway
123.27548330000006,41.76596150000006,subway
123.27638015000007,41.765993750000064,subway
123.277277,41.766026000000004,subway
123.2781181,41.766321500000004,subway
123.2789592,41.766617000000004,subway
123.2798003,41.766912500000004,subway
123.28064140000001,41.767208000000004,subway
123.28148250000001,41.767503500000004,subway
123.28232360000001,41.767799000000004,subway
123.28316470000001,41.768094500000004,subway
123.28400580000002,41.768390000000004,subway
123.28484690000002,41.768685500000004,subway
123.28568800000002,41.768981000000004,subway
123.28652910000002,41.769276500000004,subway
123.28737020000003,41.769572000000004,subway
123.28821130000003,41.769867500000004,subway
123.28905240000003,41.770163000000004,subway
123.28989350000003,41.770458500000004,subway
123.29073460000004,41.770754000000004,subway
123.29157570000004,41.771049500000004,subway
123.29241680000004,41.771345000000004,subway
123.29325790000004,41.771640500000004,subway
123.294099,41.771936,subway
123.2946508,41.7723951,subway
123.2952026,41.7728542,subway
123.29575439999999,41.7733133,subway
123.29630619999999,41.7737724,subway
123.29685799999999,41.7742315,subway
123.29740979999998,41.7746906,subway
123.29796159999998,41.7751497,subway
123.29851339999998,41.7756088,subway
123.29906519999997,41.7760679,subway
123.29961699999997,41.776527,subway
123.30016879999997,41.7769861,subway
123.30072059999996,41.7774452,subway
123.30127239999996,41.7779043,subway
123.30182419999996,41.7783634,subway
123.30237599999995,41.778822500000004,subway
123.30292779999995,41.779281600000004,subway
123.30347959999995,41.779740700000005,subway
123.30403139999994,41.780199800000005,subway
123.30458319999994,41.780658900000006,subway
123.305135,41.781118,subway
123.30516255,41.7817714,subway
123.3051901,41.782424799999994,subway
123.30521765,41.78307819999999,subway
123.3052452,41.78373159999999,subway
123.30527275,41.784384999999986,subway
123.3053003,41.78503839999998,subway
123.30532785,41.78569179999998,subway
123.3053554,41.78634519999998,subway
123.30538295,41.786998599999976,subway
123.3054105,41.78765199999997,subway
123.30543804999999,41.78830539999997,subway
123.30546559999999,41.78895879999997,subway
123.30549314999999,41.789612199999965,subway
123.30552069999999,41.79026559999996,subway
123.30554824999999,41.79091899999996,subway
123.30557579999999,41.79157239999996,subway
123.30560334999998,41.792225799999954,subway
123.30563089999998,41.79287919999995,subway
123.30565844999998,41.79353259999995,subway
123.30568600000001,41.794185999999996,subway
123.30588510000001,41.794555849999995,subway
123.30608420000002,41.79492569999999,subway
123.30628330000002,41.79529554999999,subway
123.30648240000002,41.79566539999999,subway
123.30668150000002,41.79603524999999,subway
123.30688060000003,41.79640509999999,subway
123.30707970000003,41.796774949999985,subway
123.30727880000003,41.797144799999984,subway
123.30747790000004,41.79751464999998,subway
123.30767700000004,41.79788449999998,subway
123.30787610000004,41.79825434999998,subway
123.30807520000005,41.79862419999998,subway
123.30827430000005,41.798994049999976,subway
123.30847340000005,41.799363899999975,subway
123.30867250000006,41.79973374999997,subway
123.30887160000006,41.80010359999997,subway
123.30907070000006,41.80047344999997,subway
123.30926980000007,41.80084329999997,subway
123.30946890000007,41.80121314999997,subway
123.30966799999999,41.801583,subway
123.31078324999999,41.801757450000004,subway
123.31189849999998,41.80193190000001,subway
123.31301374999998,41.80210635000001,subway
123.31412899999998,41.80228080000001,subway
123.31524424999998,41.802455250000015,subway
123.31635949999998,41.80262970000002,subway
123.31747474999997,41.80280415000002,subway
123.31858999999997,41.802978600000024,subway
123.31970524999997,41.80315305000003,subway
123.32082049999997,41.80332750000003,subway
123.32193574999997,41.80350195000003,subway
123.32305099999996,41.803676400000036,subway
123.32416624999996,41.80385085000004,subway
123.32528149999996,41.80402530000004,subway
123.32639674999996,41.804199750000045,subway
123.32751199999996,41.80437420000005,subway
123.32862724999995,41.80454865000005,subway
123.32974249999995,41.804723100000054,subway
123.33085774999995,41.80489755000006,subway
123.331973,41.805071999999996,subway
123.3325523,41.8050047,subway
123.3331316,41.8049374,subway
123.3337109,41.8048701,subway
123.3342902,41.804802800000004,subway
123.3348695,41.80473550000001,subway
123.3354488,41.80466820000001,subway
123.3360281,41.80460090000001,subway
123.33660739999999,41.80453360000001,subway
123.33718669999999,41.804466300000016,subway
123.33776599999999,41.80439900000002,subway
123.33834529999999,41.80433170000002,subway
123.33892459999998,41.80426440000002,subway
123.33950389999998,41.804197100000025,subway
123.34008319999998,41.80412980000003,subway
123.34066249999998,41.80406250000003,subway
123.34124179999998,41.80399520000003,subway
123.34182109999998,41.80392790000003,subway
123.34240039999997,41.803860600000036,subway
123.34297969999997,41.80379330000004,subway
123.34355900000001,41.803726,subway
123.34418670000001,41.80355425,subway
123.3448144,41.8033825,subway
123.3454421,41.80321075,subway
123.3460698,41.803039,subway
123.34669749999999,41.80286725,subway
123.34732519999999,41.8026955,subway
123.34795289999998,41.80252375,subway
123.34858059999998,41.802352,subway
123.34920829999997,41.80218025,subway
123.34983599999997,41.8020085,subway
123.35046369999996,41.80183675,subway
123.35109139999996,41.801665,subway
123.35171909999995,41.80149325,subway
123.35234679999995,41.8013215,subway
123.35297449999995,41.80114975,subway
123.35360219999994,41.800978,subway
123.35422989999994,41.80080625,subway
123.35485759999993,41.8006345,subway
123.35548529999993,41.80046275,subway
123.356113,41.800290999999994,subway
123.35684705,41.7999811,subway
123.3575811,41.7996712,subway
123.35831515000001,41.7993613,subway
123.35904920000002,41.7990514,subway
123.35978325000002,41.798741500000006,subway
123.36051730000003,41.79843160000001,subway
123.36125135000003,41.79812170000001,subway
123.36198540000004,41.79781180000001,subway
123.36271945000004,41.797501900000015,subway
123.36345350000005,41.79719200000002,subway
123.36418755000005,41.79688210000002,subway
123.36492160000006,41.79657220000002,subway
123.36565565000006,41.79626230000002,subway
123.36638970000007,41.795952400000026,subway
123.36712375000008,41.79564250000003,subway
123.36785780000008,41.79533260000003,subway
123.36859185000009,41.79502270000003,subway
123.36932590000009,41.794712800000035,subway
